Day,Month,Year,demand,RRP,min_temperature,max_temperature,solar_exposure,school_day
17,7,2020,143109.35,73.82,3.1,12.8,7.4,Y
18,7,2020,125303.88,43.53,4.0,12.5,8.3,Y
19,7,2020,114065.32,31.21,8.2,15.3,7.6,Y
20,7,2020,132894.41,58.02,7.6,13.8,8.2,Y
21,7,2020,140086.11,95.14,7.2,12.9,8.1,Y
22,7,2020,138666.11,93.88,8.1,13.3,8.4,Y
23,7,2020,142476.36,103.92,8.1,12.0,7.5,Y
24,7,2020,133822.7,61.45,6.1,13.5,10.5,Y
25,7,2020,128417.22,72.08,4.3,12.2,9.6,Y
26,7,2020,123014.56,69.92,5.0,12.8,7.2,Y
27,7,2020,132571.33,59.49,7.4,13.5,7.3,Y
28,7,2020,132720.39,59.04,9.6,15.6,8.0,Y
29,7,2020,130547.73,67.53,8.6,16.3,9.0,Y
30,7,2020,132583.64,63.22,8.0,14.2,11.3,Y
31,7,2020,132105.75,73.08,3.4,17.1,11.3,Y
1,8,2020,111590.65,47.92,5.7,16.4,11.1,Y
2,8,2020,109935.34,50.25,9.0,18.2,11.7,Y
3,8,2020,127930.36,47.69,7.5,16.0,10.2,Y
4,8,2020,140042.15,49.19,5.1,10.5,10.0,N
5,8,2020,140205.3,55.46,4.7,11.3,9.6,N
6,8,2020,140835.17,69.43,5.5,12.8,10.8,N
7,8,2020,144062.61,60.12,3.3,12.7,5.8,N
8,8,2020,121119.26,53.52,4.7,14.9,7.2,N
9,8,2020,111165.96,45.52,8.9,15.8,10.2,N
10,8,2020,125959.75,53.42,5.7,14.8,12.7,N
11,8,2020,130141.22,42.33,4.3,15.8,10.3,N
12,8,2020,127945.31,58.63,9.4,15.9,10.0,N
13,8,2020,121914.44,52.32,11.4,18.1,11.0,N
14,8,2020,124640.09,69.84,10.7,18.1,7.0,N
15,8,2020,113755.18,52.52,7.4,14.9,13.0,N
16,8,2020,111034.74,58.43,10.7,15.0,9.9,N
17,8,2020,121520.57,60.71,9.5,16.3,10.4,N
18,8,2020,119321.86,44.02,10.0,17.2,11.2,N
19,8,2020,129884.75,62.12,9.7,12.7,7.9,N
20,8,2020,123490.86,54.11,9.6,15.7,9.6,N
21,8,2020,125707.04,48.51,8.5,14.1,12.2,N
22,8,2020,127131.37,56.07,5.8,11.1,3.8,N
23,8,2020,117125.06,53.94,6.8,11.5,8.6,N
24,8,2020,134984.79,134.49,6.3,12.4,12.8,N
25,8,2020,138437.86,82.74,3.6,13.0,11.2,N
26,8,2020,129322.31,90.67,6.1,14.5,12.8,N
27,8,2020,119044.42,45.56,8.8,20.7,13.1,N
28,8,2020,118809.08,61.61,8.5,17.6,15.1,N
29,8,2020,100166.88,15.29,9.2,19.3,15.6,N
30,8,2020,98917.18,9.42,12.0,19.8,9.0,N
31,8,2020,121605.4,58.55,6.9,12.5,13.5,N
1,9,2020,119645.18,52.28,6.6,15.7,15.9,N
2,9,2020,113547.67,31.77,8.6,22.0,12.1,N
3,9,2020,109327.46,25.57,12.9,19.9,13.5,N
4,9,2020,114865.64,37.04,9.0,17.3,12.7,N
5,9,2020,105534.01,49.74,9.7,16.6,15.0,N
6,9,2020,95865.14,26.52,6.9,19.2,16.9,N
7,9,2020,99778.2,18.91,8.8,22.9,17.1,N
8,9,2020,112421.09,35.9,16.6,19.9,4.8,N
9,9,2020,112140.47,37.02,8.1,15.6,14.8,N
10,9,2020,109328.34,31.15,5.4,21.4,17.5,N
11,9,2020,106643.05,22.39,10.4,19.4,13.4,N
12,9,2020,111644.6,34.26,13.3,16.0,4.0,N
13,9,2020,96225.91,28.33,11.9,17.2,16.5,N
14,9,2020,107196.61,41.85,11.1,16.6,18.1,N
15,9,2020,113008.77,44.31,7.4,15.8,18.3,N
16,9,2020,110807.72,34.97,7.1,22.8,17.4,N
17,9,2020,115643.44,34.7,11.8,15.5,9.4,N
18,9,2020,112335.7,40.84,8.4,18.7,13.6,N
19,9,2020,93384.0,24.27,11.3,26.3,17.1,N
20,9,2020,86891.23,23.05,17.1,22.0,16.7,N
21,9,2020,100977.95,34.25,16.6,19.8,13.0,N
22,9,2020,103200.64,25.93,12.3,18.9,16.8,N
23,9,2020,112412.44,34.21,10.6,15.1,12.3,N
24,9,2020,117535.71,51.78,8.2,15.0,13.9,N
25,9,2020,126354.68,53.43,7.2,11.9,7.2,N
26,9,2020,106694.96,33.44,6.2,13.4,15.0,N
27,9,2020,101703.49,57.92,8.8,13.4,20.9,N
28,9,2020,114651.14,59.75,6.5,13.6,18.3,N
29,9,2020,112076.46,42.12,4.3,21.0,18.4,N
30,9,2020,113620.21,38.06,10.7,19.4,13.0,N
1,10,2020,106641.79,34.65,9.4,19.5,21.2,N
2,10,2020,99585.83,-6.08,12.8,26.0,22.0,N
3,10,2020,92277.02,-1.98,17.4,29.4,19.8,N
4,10,2020,94081.56,25.01,13.5,29.5,8.4,N
5,10,2020,113610.03,36.76,9.1,12.7,7.3,N
6,10,2020,122607.56,75.77,8.9,12.6,5.8,N
